,0
560,"['This video can not be played', ""Jeremy Bowen is in Jenin, outside the main hospital that is treating those hurt in Israel's operation.""]"
561,"['Shaun Davies will highlight refugee issues in his first speech as chair of the Local Government Association', 'Pressures on local authorities to protect and support asylum seekers have created a ""crisis point"", according to one leader. ', 'Shaun Davies, leader of Telford and Wrekin Council, said demands on councils were ""unsustainable"".', ""In his first speech as chair of the Local Government Association (LGA), he will highlight pressures on housing, homelessness and children's services."", 'The Home Office said it had a plan backed by £285m of new funding. ', '""We want to work with the government to get this right,"" Mr Davies said. ', 'There was a risk of Afghan families becoming homeless and ending up in temporary accommodation due to a housing shortages as a government deadline for them to leave hotels approaches, said the LGA.', 'About 8,000 individuals and families were currently housed at 59 bridging hotels across the country, it said. ', 'They were served notice by the Home Office to leave by the end of August.', 'Councils had a ""proud history"" of stepping up during humanitarian crises, said Mr Davies, but the acute shortage of housing and the short timeframe was making the situation ""extremely challenging.""', 'About 8,000 individuals and families who fled Afghanistan were staying in 59 bridging hotels in the UK, the LGA said', 'In August 2021, thousands of people fled Afghanistan after the Taliban took back control of the country. ', 'Veterans Minister Johnny Mercer promised ""generous"" support in March over the plan to move Afghan refugees out of hotels, with trained staff based at hotels to provide advice.', 'He added the government would provide councils with £35m of new money to fund potential homelessness demand, along with a second round of funding worth £250m.', 'But the LGA said a ""genuine partnership"" was urgently needed to better plan how to meet housing needs. ', 'The number of Ukrainian refugee households had also more than doubled in the past six months with almost 700 now living in temporary accommodation, they added. ', 'Mr Davies will address a three-day LGA annual conference in Bournemouth from Tuesday. ', 'Hotels were not meant to be long-term accommodation for Afghans who fled to the UK and they should not be in them ""for months or years on end"", a government spokesperson said.', 'The plan, with £285m of new funding, would more them into long-term homes, they added. ']"
562,"['The new property will house families who have fled Afghanistan', 'A council is to spend thousands of pounds on a house to provide Afghan refugees with temporary accommodation.', ""North Norfolk District Council's (NNDC) cabinet agreed to buy the four-bed home, costing £315,000, with half of the money coming from the government."", 'The government has given the authority £1.2m to partially fund the purchase of 11 homes in the area, with 10 still being built for Ukrainian refugees.', 'When the Afghan residents leave, the house will be used for homeless people.', 'The location of the home has not been disclosed.', 'When NNDC agreed to take the government grant, some councillors criticised it for not contributing enough, as it only covered about 40% of the cost of the 11 homes.', 'The homes are being delivered in partnership with a housing association.']"
563,"['The events were part of Refugee Week', 'A city has marked Refugee Week with a parade, speakers and cultural activities.', 'More than 100 people came together in for the event in Southampton on Saturday aimed at supporting asylum seekers. ', 'Event organisers said they had been inspired by wanting to ""celebrate refugees who have brought so much to Southampton"".', 'The parade, which led to Palmerston Park, featured musical performances.', 'The celebration was opened\xa0by the Lord Mayor and community leaders, before the public could enjoy activities like writing a sign in Farsi, traditional Ukrainian tapestry, and games from Hong Kong. ', 'Southampton City Council leader Satvir Kaur spoke at the event', ""Saturday's celebration was organised by local refugee charities City Life Education and Action for Refugees (CLEAR), Southampton Action, Southampton and Winchester Visitors Group (SWVG) and Southampton Stand Up To Racism."", 'Organiser Jenny Corrick said: ""Refugees have brought so much to this country and Southampton, bringing their skills, trades, expertise.', '""We want to celebrate and also show our support for people who have been through terrible harm and hardship and had to leave their own homes [and] culture.""', 'Kennedy Inyhole, a politician from Uganda, is seeking asylum in the UK after being beaten by police', ""Kennedy Inyhole, an opposition politician with Uganda's Democratic Party, is seeking asylum after being targeted by the police, leaving his family in the country. "", 'He attended the event and said: ""I had to escape with no-one knowing where I was heading. ', '""No-one wants to seek asylum [but] I was severely beaten - I almost lost my life. I seek justice for my country and peace is what I\'m fighting for.""', 'One participant, Jenny, added: ""Refugees have brought so much to this country. ', '""Since the 1500s people have been arriving in Southampton, bringing their skills, trades and expertise and they continue to do so.""']"
564,"['Mia Suljic as a toddler arriving in the UK', 'A teacher has shared with her pupils for the first time how she arrived in the UK as a three-year-old refugee. ', 'Mia Suljic fled war-torn Bosnia in 1994 and was relocated to Newcastle with her family, where she is now head of performing arts at Benfield School.', 'Her dad was killed three months before she was born and she spent more than two years living in an active war zone until she made the North East her home.', '""Community became everything, we were embraced,"" she said.', 'The family slept for three weeks in a sports hall in Shrewsbury when they reached the UK, previously living in a refugee camp in Croatia.', 'They were finally placed in Newcastle in January 1996.', 'Teacher Mia Suljic relived her childhood to students at her school as part of Refugee Week', 'Unable to speak English when they arrived, Ms Suljic, now 30, teaches the subject at the same school she attended as a teenager.', 'She remembered being taught about the Holocaust but not having the ""confidence"" of disclosing to classmates the genocide people suffered in her homeland.', 'Ms Suljic recalled a dream she had as a teenager of playing with her brother as a child when they heard ""horrible explosions"".', '""My brother lay on top of me and dragged me under a park bench,"" she said.', '""I remember saying to my mum, \'I had this horrible dream\', and she just went white and said, \'that happened to you guys\'.""', '""When I think of how incredible my life has been since, it\'s quite sad that\'s the first thing my brain stored.""', 'Mia Suljic revealed to her students that she was the little girl in the photograph', 'The Bosnian War resulted in the death of around 100,000 people, and the displacement of over two million men, women and children. ', 'A campaign of war crimes, ethnic cleansing and genocide was perpetrated by Bosnian-Serb troops under the orders of Slobodan Milošević - former president of Serbia. ', 'Ms Suljic\'s dad - who was a non-Muslim - was killed when her mum was six months pregnant with her. She said just because he had married a Muslim it was enough ""for a target on his head"".', 'Women with a banner in June, 2023, showing pictures of the victims of the 1995 Srebrenica massacre, where more than 8,000 Muslim men and boys were executed', '""During the peak of the conflict in my town anyone who was a Muslim man or a teenage boy were being rounded up and taken into what they called work houses - but everybody knew that the people that went to these places would never come back,"" she said.', '""They came in the morning, they took him, they took all of the Muslim neighbours.', '""My dad always said that he would never step foot into what they called \'the white house\' which was unfortunately infamous for being a torture house.""', 'Her mum only discovered what had happened to him in 1997, when living in safety in Newcastle.', 'She added: ""On the very first day he was taken they had lined up these men and he had broken out of the line, grabbed a shot gun and shot some of the Serb soldiers, and shouted, \'never give up Bosnia!\'', '""He was shot dead on the spot.""', 'Desperate for news, her mum cycled a 12-mile round trip each day while six months pregnant.', '""Everybody there knew exactly who she was, exactly who he was, exactly what had happened, but they didn\'t have the heart to tell her.""', 'Mia Suljic, with some of her students, credits the school as changing her life', 'She still remembers the kindness shown by the people of Newcastle when she and her family first arrived, and the community has around 150 people living there.', ""Her story was shared during special assemblies marking this year's Refugee Week."", 'The school itself has some students who came to the UK as refugees and could not speak English.', '""Our kids are incredible here, they are so receptive of people\'s stories and there was not a second doubt in my mind that the kids would be anything but perfect,"" she said.', '""The school means so much to me, it\'s my way of making it just a little bit better by teaching the kids about other people\'s lives and what there is out there.""']"
565,"['This video can not be played', 'West Yorkshire arts collective, Mafwa Theatre, have been awarded Theatre of Sanctuary status during Refugee Week.', 'The status was granted in recognition of their work to bring asylum seekers, refugees and settled communities together through arts and music. ', 'Leeds Playhouse was the first theatre in Leeds to receive the title back in 2014. ', 'Tamsin Cook, co-artistic director of Mafwa Theatre said ""Refugee Week 2023 is all about compassion and it is so important for us to be able to spread that message"". ', ""Other events organised by Leeds Playhouse for Refugee Week included a conversation café, a 'Wonderful Women of the World' event, a clothes swap and a sing-along with their Asmarina Voices choir. "", 'Video filmed and edited by Inaya Mohmood']"
566,"['The last of the Ukrainian refugees are due to leave the MS Victoria next month', 'Edinburgh\'s council leader says Home Office plans to commission a cruise ship in Leith to house asylum seekers could turn it into a ""floating prison"".', 'Cammy Day said the city council had not been consulted on proposals to move asylum seekers onto the MS Victoria.', 'The ship has previously housed more than 1,000 Ukrainian refugees, with the last due to leave the ship on 11 July.', 'The Home Office said it had a ""statutory obligation to provide accommodation for asylum seekers"". ', 'But a spokesman added: ""Individuals are not detained and are free to come and go therefore to describe such accommodation as a prison is wrong."" ', 'Meanwhile, Forth Ports said it had no plans to house an asylum seeker vessel at the Port of Leith.', 'Ukrainian refugees to leave Edinburgh cruise ship', 'The Ukrainians living on a cruise ship in Edinburgh', 'Mr Day said the potential consequences for the city and pressures on services were ""severe"".', 'He said the council was ""extremely surprised"" to be contacted by the Home Office about their intentions to commission the ship to house asylum seekers, adding that it was ""all the more surprising given their previous advice that it would be impossible for it to remain"". ', 'Mr Day told BBC Scotland the plan was to send 700 single men to the capital, which has already has 4,000 people in temporary accommodation.', 'He added that the council had shown solidarity and support for thousands of Ukrainian refugees, along with those from Syria, Afghanistan and Sudan, and remained ""absolutely committed to supporting them in any way we can"".', 'But he said asylum seekers needed recognition, rights and support, not an ""unknown future"".', 'The council has now agreed to write to the UK government about its decision.', '""We were not consulted on this and urgently require further details from the UK government on their plans,"" Mr Day said.', '""I know the Scottish government and Cosla are in the same position and, having written jointly to the minister of state for immigration, Robert Jenrick MP, we\'ve yet to receive a satisfactory response to our questions and concerns.""', 'Refugees first started living on the MS Victoria in July 2022', 'He added: ""The potential consequences for the council in terms of the pressures on our services - and the city as a whole - are severe and, barring robust partnership discussions involving NHS, police and other colleagues, we will continue to oppose these plans in the strongest terms.""', 'He said the council believed that Forth Ports was also opposed to the proposals.', '""Many of these people have risked their lives to make it to Europe and what they need is recognition and rights, not an unknown future without the support they so desperately need,"" he added.', '""While the MS Victoria has been a place of refuge for many Ukrainian families arriving in Edinburgh, until we have adequate reassurances from the UK government regarding the welfare and ongoing engagement and support, we cannot allow it to become a floating prison for asylum seekers.""', 'Forth Ports said it has had no contact from the UK or Scottish government on the matter.', 'Chief executive Charles Hammond said: ""We would not be able to accommodate this facility at the Port of Leith as we continue to create our bespoke offshore renewables hub. ', '""We believe that the MS Victoria, which is currently berthed in Leith as a refuge for Ukrainian people, is due to depart in July.  ', '""Forth Ports has no plans to house an asylum seeker vessel at the Port of Leith.""', 'Graham O\'Neill, of the Scottish Refugee Council, called on ministers to adopt a ""more sensible and humane"" policy', 'Graham O\'Neill, of the Scottish Refugee Council, said asylum seekers would face ""huge challenges"" if they were moved onto the ship.', 'He told BBC Scotland they would not be allowed to work or access social security and would have to exist on £1.30 a day.', 'Mr O\'Neill said: ""We think people will be highly isolated, carrying a lot of trauma and seeing no ability to get out of it.', '""It is also important to remember that most people coming to the UK seeking asylum are not only coming from countries like Afghanistan, Sudan and Iran and fleeing very oppressive regimes but they are also stuck in a very long asylum backlog, often for years and years.""', 'He said the figure was currently in the region of 170,000.', 'Mr O\'Neill said: ""We anticipate that if people were put onto this ship, like in other ships, barges and ex-hotels across the UK, they are basically being institutionalised.""', 'He also urged UK ministers to implement a ""much more sensible and humane"" policy.', 'The Scottish government\'s migration and refugees minister Emma Roddick said: ""We have made clear to the UK government that vessels are not suitable accommodation for people seeking asylum. ', '""Housing asylum seekers in vessels cannot be compared with their use to temporarily accommodate displaced people from Ukraine because of fundamental differences in terms of their rights and agency.""', 'She said that while people were waiting for a decision on their asylum application there were strict restrictions on the right to work and no access to most mainstream benefits.', 'She added: ""If the UK government chooses to impose the use of the Ms Victoria to accommodate people in Edinburgh it must provide suitable funding for the council and other local devolved services like health and policing, and ensure services are provided so that people can be supported appropriately.""', 'A Home Office spokesperson said: ""The Home Office has a statutory obligation to provide accommodation for asylum seekers who would otherwise be destitute while we consider their claim.', '""The significant increase in illegal, unnecessary and dangerous Channel crossings has put our asylum system under incredible strain and made it necessary to continue to use hotels to accommodate some asylum seekers.', '""We are committed to making every effort to reduce hotel use and continue to engage with local authorities as early as possible whenever sites are used for asylum accommodation.""']"
567,"['Naqeeb Khilji, a refugee who has lived in hotels with his wife and four children since 2021, said most of the Afghan families were ""depressed and worried""', 'More than 400 Afghan refugees have been told their accommodation in Essex hotels will end in August.', 'The Home Office said they would have help to find homes, but those who did not take up the offer would be asked to vacate, and many feared homelessness.', 'Colchester Borough Council has asked the government to ""immediately extend the hotel stays"".', 'The Home Office said ""hotels were never designed to be long-term accommodation for Afghans resettled in the UK"".', ""Naqeeb Khilji's family share two interconnected double rooms - his three daughters share a double bed and he and his wife sleep in another bed with their 18-month-old son"", 'The government said, following the withdrawal of British and US armed forces from the county, more than 24,000 people had arrived in the UK from Afghanistan, external as of December 2022, including British nationals.', 'In Chelmsford, Afghans staying in a hotel received letters in May saying they were needed to ""quit"" the property by 9 August.', 'The letter said if they had not left by this date they ""will be a trespasser and the secretary of state for the Home Department, shall be at liberty to evict you from the property"".', 'How many Afghan refugees has the UK resettled?', 'How many Afghan refugees are fleeing?', 'BBC Newsround: How is the government supporting Afghan refugees?', 'There are 76 Afghan families in the county, with an average of five to six people in each, in need of permanent accommodation, according to figures from Essex County Council and Southend City Council.', 'Some families have 10 or 12 members and charities, councils and the Home Office have had to look for properties with up to five or six bedrooms.', 'A charity that works with the refugees feared that half of the 410 people at risk of losing their accommodation could end up homeless.', 'Eddie Campbell, from Essex Integration, said he thinks ""about 50%"" of refugees ""will have to present themselves homeless to their local council or one of their choice""', 'Eddie Campbell, from Essex Integration, a project which supports Afghans in hotels, said they called letting agents regarding 60-70 properties per week, but ""less than 1% will actually take a family on"".', '""[There are] a number of issues - people are not in work, they don\'t have a guarantor and the agent and landlord just doesn\'t want to take a risk,"" he said.', 'He said he thought ""about 50% of them… will have to present themselves as homeless to their local council or [another] one of their choice"".', 'How many Afghan refugees has the UK resettled?', 'Government plans to move Afghan refugees from hotels ', 'Naqeeb Khilji, 52, who has lived in hotels with his wife and four children after managing to get out of Afghanistan in August 2021, said he and most of the Afghan families were ""depressed and worried"".', 'He said he worked as a taxi driver and had tried to rent a three-bedroom property in Chelmsford, but had been told he would need three times the income and a guarantor with at least £40,000.', '""Everyone is in stress because we don\'t know where they are going to send us,"" he said.', '""Another hotel, temporary accommodation, permanent accommodation, house, flat? No idea. Everyone is worried in my family.""', 'He added that some families said they would go back to Afghanistan if they got the chance.', '""[They said] we would be happy to go back and die there, because hotel life is killing me every day,"" he said.', '""[But]I can see a bright future for my family once I get a house because I am already working.""', ""Colchester's Liberal Democrat council leader David King said the authority did not have the housing stock available"", 'In a letter, Colchester City Council\'s Liberal Democrat leader, David King, and chief executive, Pamela Donnelly, called on the Home Office to extend the hotel stays ""lest you make over 200 people homeless on 4 August"".', '""That would be a great wrong, given the promises we made as a nation,"" they said.', 'The council said it did not have the housing stock available.', 'Mr King said: ""It\'s dreadful because it betrays the original promise - we will welcome you, we will support you, we will look after you because you Afghans supported us and our armed forces.""', 'He added that ""the lack of notice is the challenge"" because ""there is only a limited supply of housing whether it is public or private"".', 'Meanwhile, Chelmsford City Council said the authority already had nearly 400 households in temporary accommodation and it could ""anticipate some Afghan families may approach us"".', '""Any additional families made homeless in our district will add to a system already under intense strain,"" a spokesman said.', 'Southend City Council said it was ""working hard, and with good success, to get [refugees] suitable places to live, both here and in other towns and cities of their choosing"".', 'Conservative councillor, David Garston, said: ""Those who are not able to fully support themselves yet, will be supported to submit a homelessness application.""', 'A government spokesman said it was not in the interests of the Afghans resettled in the UK ""to be living in hotel accommodation for months or years on end"".', 'A statement said: ""That is why we have announced a plan, backed by £285m of new funding, to speed up the resettlement of Afghan nationals into long-term homes.', '""Extensive government support is available and we will continue to do all we can to help Afghan families as they rebuild their lives here.""', 'Elsewhere in the region, West Northamptonshire Council said more than 500 Afghans had lived at two bridging hotels in its district since September 2021, 350 of whom had since found settled accommodation. ', 'Its resettlement team was finding appropriate support and accommodation for the dozens still in need of help, it added.', 'Conservative councillor David Smith said that since the announcement, 54 people had found new homes.', '""These have been a mixture of families finding their own accommodation in the private sector; supported into tenancies by the council, and direct property offers from North Northamptonshire Council,"" he added.', 'A further 30 people were expected to moved out of hotels by the end of June, the council said.  ']"
568,"['Khadeja and her family were the first Syrians to arrive in North Devon', 'Each year, Refugee Week highlights the lives of refugees worldwide. It also celebrates their achievements and actions in new countries away from their homes. BBC Radio Devon has spoken to refugees from Ukraine and Syria who have settled in the county.', 'The Homes for Ukraine scheme has enabled hundreds of Ukrainians to rebuild their lives in Devon.', 'For Olga, it is more than a new home for a while.', '""Oh, North Devon - this is paradise,"" she said.', 'Her friend Anna, who is also from Ukraine, described as ""beautiful"" the generosity of people from the UK.', '""You know it\'s amazing what British people do for Ukrainian people.', '""If I have a problem, I know people will help me,"" she said.', 'Anna praised the generosity of the British people', ""The theme of this year's Refugee Week is compassion, external. "", 'This year is the 25th anniversary of the week, which is co-ordinated by a partnership of charities including the UNHCR - the United Nations refugee agency.', 'Khadeja and her family were the first Syrians to arrive in north Devon as part of a community support programme.', '""I arrived in 2017 - November - and it was very cold,"" she said.', 'As well as the weather, she remembered the complexity of her feelings on arrival.', '""You are so happy that you are in the place where you wish to arrive but at the same time you are so sad that you\'ve left your country, your culture and family.', '""So it\'s really hard to say what you are feeling exactly. Lots of things are in your head and your heart.""', 'Olga said north Devon was a paradise', 'Khadeja now works for the Pickwell Foundation which encourages communities in Devon to sponsor refugees and support them locally.', '""Just to see the happy faces of the families when they arrive at the airport - this moment makes me so happy,"" she said.', '""They need to be looked after, cared for - and to be safe.', '""The main purpose is just looking to be safe and try to build a new future and a nice life for our children. We want them to grow up in safety.""', 'In its Global Trends report, the UNHCR suggests that at the end of 2022, as many as 108 million people worldwide had been displaced by war, persecution, violence and human rights abuses.', 'About 35 million are refugees, having crossed international borders to find safety with the greatest cause being the war in Ukraine with 5.7 million Ukrainians recognised as refugees in new countries.', 'Tmarah, a refugee from Syria, said: ""Our life is so different since we arrived in the UK - especially coming to a community we didn\'t know anything about.', '""The main thing is children settling into school, learning English and having good friends. ', '""We feel safety and happiness. Everything around us is so positive.""', 'Iryna has been supported by inclusion charity Sunrise Diversity', 'Anna, who had to leave her husband when she and her child fled Ukraine, said: ""I just want you to understand how broken I was when all this happened.', '""I had to leave everything. All my life was absolutely broken to pieces.', '""I didn\'t know where I was going, I didn\'t know who I was going to meet, I didn\'t know what country - I had no idea.', '""But as I arrived here and met all these beautiful people always helping me, always supporting me, I knew this was compassion. ', '""People are there for me - no matter what.""', 'Tmarah said she now had a new life, a new home and support learning English', 'Anna has been supported by Sunrise Diversity, an inclusion charity, based in north Devon.', 'It also welcomed Iryna, who arrived from Ukraine with her two-year-old daughter and 87-year-old grandfather. ', 'She remembers being in a supermarket where an older man heard her speaking to her daughter, recognised the language and bought the child a teddy bear.', 'She said: ""We are refugees and we saw another people who wanted to help and wanted to understand, and even wanted to say a few words of support.', '""So thank you very much for everything that you\'ve done.""', 'Hear from Iryna, Khadeja, Anna, Tmarah and Olga on BBC Sounds']"
569,"['Artists involved in the mural (left to right) Sheila from Cameroon, Swindon artist Sue Bardwell, Patricia from Spain and Clementine from Cameroon', 'A charity supporting 1400 asylum seekers and refugees has unveiled a new mural to mark Refugee Week.', 'The installation, by the Swindon-based Harbour Project, external, represents compassion - the theme of the week. ', 'Local artist Sue Bardwell worked alongside guests of the charity to create the mural.', 'Refugee Week is a global festival celebrating the contributions, creativity and resilience of refugees and people seeking sanctuary.', 'UK Refugee Week Coordinator Lara Deffense visited from London to watch the unveiling of the mural and said she felt ""overwhelmed"" by her first visit to Swindon.', ""Listen to the mural's unveiling on BBC Radio Wiltshire"", 'Lara Deffense coordinates Refugee Week UK and was at the unveiling of the mural', '""This beautiful mural which has ""we rise by lifting others"" painted on it is just so stunning,"" she said.', '""And it\'s a perfect representation of people coming together through arts and culture to celebrate each other,"" she added.', 'Ms Deffense describes Refugee Week, which is in its 25th year, as ""record breaking"" for 2023 with the most amount of towns and cities across the UK getting involved and 16 countries worldwide taking part in over 1,000 events.', 'Bristol Refugee Festival celebrates diversity', 'Surrogate families made in the wake of Ukraine war', 'Community oven to help with rising energy bills', ""Sheila and Patricia helped paint the mural and cut the ribbon to applause from a crowd of local people, Harbour volunteers, PCSO's and local councillors."", 'Sheila and Patricia, guests of The Harbour Project, cut the ribbon to officially unveil the mural', 'Sheila arrived from the Cameroon nine months ago and said the quote on the mural ""we rise by lifting others"" ties in with the theme of Refugee Week.', 'Clementine travelled to Swindon from Cameroon in October and said: ""It\'s about pride, we\'re all together.""', 'Claire Garrett, CEO of The Harbour Project, also attended the unveiling', 'The Harbour Project is based at Broadgreen Community Centre and supports 1,400 asylum seekers and refugees in Swindon.', 'Claire Garret, CEO, said that creating the mural helped those the charity supports to feel pride.', 'She said: ""The mural project has left the artists involved brimming with pride.', '""When you are waiting for a decision from the Home Office your life is so limited; what you\'re able to do and the skills you\'re able to use.', '""And people are bursting with determination to make some sort of contribution to their local community and to use their skills they want to be part of the community.', '""This is their step towards making Harbour the vibrant place that it is,"" she concluded.', 'Refugee Week runs from 19-25 June.']"
570,"['(From left to right) Choir members Abigeile Prenga, Katrin Diachenko, Alisa Klauning, Oleksandra Zverieva, and Nicole Ananchenko practice', 'Ukrainian refugee children have said the creation of a choir group in Oxford has helped them feel less alone. ', 'Musician and fellow refugee Yevheniia Diachenko set up the group in January to bring Ukrainian children together.', 'Cherwell College Oxford hosts the one-hour weekly sessions for those who fled their homes country during the Russian invasion. ', 'Mrs Diachenko said it had helped the children to ""forget about the bad things and relax"". ', '""When they sing, they show their emotions and sometimes they even cry, but in a good way,"" said the 41-year-old, who now lives in Oxford.', '""They miss their families, they miss their dads who stay in Ukraine, but they feel support from each other and music helps to heal their souls.""', 'Choir tutor and Ukrainian refugee Yevheniia Diachenko set up the choir in January', 'Mrs Diachenko had her own private vocal school in Kyiv, and said she wanted to continue teaching singing lessons when she arrived in Oxford in July last year with her nine-year-old daughter Katrin.', '""We wanted the children to feel more at home, to speak with each other and play together,"" she said.', ""Nine-year-old Katrin joined the choir because her mum runs the class, she says it's been good to make new friends"", 'Her daughter Katrin said the singing classes had helped her adjust to life in the UK after initially feeling ""really sad"". ', 'She said: ""I think art helped me when I came here and I thought that because my mummy is a singing teacher, I can do some singing too to help her.', '""The choir is really nice, I have really good friends here and I like singing.""', 'The choir group was formed in January and has performed at local events for the college', 'Katrin\'s friend, 10-year-old Alisa Klauning, said the choir has helped her feel she is ""not alone"".', '""I feel quite safe in this community and I feel that I can talk with anybody about what\'s happened in Ukraine,"" she said. ']"
571,"['This video can not be played', 'A week after the earthquakes in Turkey and Syria the focus is turning to finding shelter for people who have lost their homes.', 'The United Nations is warning that not enough aid is getting to the people who need it quickly enough.', 'Many people affected are now living in tents in camps, near to where they used to live.', 'Lots of them are children and BBC reporter Laura Bicker went to speak to some of them and to find out what they need.', 'Find out more:', ""'We're raising money to help people in Syria and Turkey'"", 'Turkey-Syria earthquake: Ways to help']"
595,"['The university has been running the tournament for three years ', 'Keele University is holding its third annual football tournament for refugees and asylum seekers on Thursday.', 'The tournament will see 11 teams battle it out for trophies and medals.', 'The university will also provide an outreach session, to show participants how to access further and higher education.', '""There\'s so much more to it than just having a nice game of football,"" said organiser Russell Clark.', '""It helps the refugees realise that there is support for them, that they are welcome in the community.""', ""The tournament is organised by Mr Clark, who is the head of the university's language centre, with help from local refugee charity Asha North Staffordshire, which helps to bring in participants."", 'In its first year, eight teams took part, in its second, it rose to 16.', '""This year, we\'ve got 11 teams, mainly because some of the hotels that were hosting asylum seekers and refugees have closed down,"" Mr Clark told the BBC.', 'On Thursday morning, the university will gather the teams to highlight the educational opportunities available to them.', 'Refugees and asylum seekers also attend an outreach session that teaches them about higher education opprtunities', '""A lot of them come to the UK having left behind well-trained positions,"" said Mr Clark.', '""They\'ve got skills, what they don’t necessarily have is the qualifications, or they may want to retrain.""', 'He added that the six-aside competition in the afternoon offered a ""bonding experience"".', '""The players are very keen to win this. We have some very high standard players as well.""', 'With about 25 volunteers from the university and local community helping out, Mr Clark said it showed the players that they could integrate into local society.', '""It’s nice for the asylum seekers and refugees to, in many cases, practice their English,"" he said.', '""One of the people who took part in the first competition is training to be a physiotherapist at Keele.""']"
707,"['Police had made an appeal for information on Saturday', 'A mother who was reported missing with two children has been found, police said.', 'West Yorkshire Police had appealed for information to find Barbora Dotkova, 27, who was believed to have gone missing from Bradford with her three-year-old daughter and son, aged two.', ""In the appeal on Saturday, the force said they were concerned for the family's welfare."", 'In an update earlier, external, police said she had now been located.']"
708,"['The 14-year-old was found unconscious on Dawlish beach', 'A teenager from Ukraine who went missing in Devon and sparked a search operation has died, police say.', 'Devon and Cornwall Police said the 14-year-old girl, who was a refugee living in the Dawlish area with her mother, was found unconscious on Dawlish beach after the alarm was raised on Saturday.', 'She was airlifted to hospital but later died. ', 'Police said the death was being treated as unexplained and her next of kin had been informed.', 'Officers said the Ukrainian Embassy and the Home Office had also been made aware of the death.', 'Det Insp Becky Davies, of Devon and Cornwall Police, said: ""Localised searches took place with support from the police helicopter and coastguard and an unconscious person was found on Dawlish beach.', '""She was subsequently airlifted to the Royal Devon and Exeter Hospital, where she later sadly died. ', '""This death is currently being treated as unexplained and enquiries continue as to the circumstances surrounding this death. ', '""Our thoughts are with the family and friends of the teenage girl at this tragic time.""', 'The force said it was hoped a forensic post-mortem examination would be carried out on Thursday.', 'Officers said they were carrying out house-to-house inquiries and attempting to secure any CCTV or doorbell camera footage as part of the investigation.']"
710,"['Three children were reported missing after a day at Thorpe Park', 'Three children who went missing after a day at Thorpe Park have been found safe in London, police have said.', 'Khandi, 14, Amelia, nine, and Malik, seven, were reported missing at about 19:00 BST on Monday after a visit to the attraction in Chertsey.', 'The group, who were all known to each other, had been on a planned day out and had travelled to Surrey from Milton Keynes, police said.', 'Det Supt Trevor Struthers said: “We appreciate the concern this incident caused, especially given the children’s ages and the fact that they were missing overnight.”', 'Det Struthers said police officers and staff had worked ""tirelessly"" to find the children and were ""all relieved"" they had been found safe.', 'He said: ""We have received a huge amount of information and support from both the public and the media, and we would like to thank everyone who provided information and shared our appeal.”', 'The children were seen walking towards Chertsey town centre at about 15:17 on Monday, police said.', 'A florist in Chertsey said she believed the children came into her store at 15:50. This was captured on CCTV.', 'Samantha Williams, who owns House of Flowers, said the oldest child, a girl, asked for directions before the group exited the shop in the direction of a nearby train station.', '“They were rushing a bit. The kids were just wandering around the shop, not distressed at all,” she told BBC News.', '“She was watching them. I got the impression they didn’t know the area.""', 'Police have not confirmed if the sighting was of the children.']"
711,"['Thorpe Park said as soon as staff were alerted safety procedures were implemented', 'Police have issued an urgent appeal for help to locate three children who are missing after a day at Thorpe Park.', 'Khandi, 14, Amelia, nine, and Malik, seven, were reported missing at about 19:00 BST on Monday after a visit to the attraction in Chertsey.', 'All three were seen walking towards Staines town centre at about 15:17, Surrey Police said.', 'It is believed they have travelled to London, Surrey Police said.', 'The children have since been found safe and well.', 'Khandi is described as slim and 5ft 2in (160cm) tall. She was wearing black or grey jogging bottoms, a white top, white trainers and black framed glasses.', 'Amelia is described as slim and 3ft 6in (110cm) tall. She was wearing grey jogging bottoms, a grey long-sleeved top with “Believe” written on it and white trainers.', 'Malik is described as slim and 3ft 6in (110cm) tall. He was wearing black jogging bottoms, black trainers and a green long-sleeved top with stripes.', 'The two youngest children are related, police said.', 'A florist in Chertsey said children fitting the description of those missing came into the store at 15:50 on Monday. This was captured on CCTV.', 'Samantha Williams from House of Flowers, said the oldest child, a girl, asked for directions before the group exited the shop in the direction of a nearby train station.', '“They were rushing a bit. The kids were just wandering around the shop, not distressed at all,” she told BBC News.', '“She was watching them. I got the impression they didn’t know the area.""', 'Police have not confirmed if the sighting was of the missing children.', 'Surrey County Council said the children do not live in Surrey and are not known to the authority.', 'A Thorpe Park spokesperson said it was continuing to support police in their investigation.', '“As soon as our staff were alerted that three children were missing after a day at the park, they immediately implemented well-rehearsed safety procedures,” they said.', '“The team worked closely with Surrey Police and CCTV footage confirmed that the children had left the attraction, heading towards Staines.”']"
